Vulnerability,Category,Length
"        if iclient(ctx).getservicenamed(""str$id"").have_private_root():                       t.a(href=""str$id"")[""str$id""],",xsrf,3
        response = self.client.post(url),xsrf,3
        :exc:`.commanderror` should be used. note that if the checks fail then        :exc:`.checkfailure` exception is raised to the,command_injection,17
"    query = ""str$id""""str$id""\""str$id""    cursor.execute(query)    return json.dumps(data)",sql_injection,6
"                        pipeline.get_login_url(provider_id, pipeline.auth_entry_login, redirect_url=redirect_to)        except (keyerror, valueerror, indexerror):            pass",open_redirect,8
"    def get_full_path(self, filename, language=none, version_slug=none):",open_redirect,5
"                    yield iofile(f, self.rule)",remote_code_execution,3
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.delete(url + ""str$id"")        response = self.client.get(url)",xsrf,16
        parsed = vars(self.parse_known_args(nohelp=true)[num%id]),command_injection,3
"        self.set_header(""str$id"", ""str$id"")",xsrf,2
"          mox.ignorearg(), encoded_data, timeout=mox.ignorearg()).andraise(",xsrf,3
"from flask import flask, render_template, session,request,flash,redirect,url_for",xss,6
  return,xsrf,1
"    data = generic_search(keywords, tables, app, g)    return jsonify(data)        return render_template(""str$id"", queries=get_queries(app, g))    query = get_queries(app, g)[query_key]    (schema, data) = execute_query(app, g, query)",sql_injection,22
"    self.services = service_manager.services()        ""str$id"", ""str$id"", services=self.services)    mr = testing_helpers.makemonorailrequest()    mr.auth.user_id = num%id                      self.servlet.gatherpagedata, mr)",xsrf,14
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))        response = self.client.get(""str$id"", content_type=""str$id"")",xsrf,7
"def download_raw_chems(stats):    response = httpresponse(content_type=""str$id"")    response[""str$id""] = ""str$id"" % (datetime.datetime.now().strftime(""str$id""))    writer = csv.writer(response)    writer.writerow([""str$id"", ""str$id"", ""str$id"", ""str$id"", ""str$id""])    for rawchem in rawchem.objects.filter(dsstox_id=none):        writer.writerow([rawchem.extracted_text.data_document.data_group.id, rawchem.id, rawchem.raw_cas, rawchem.raw_chem_name, rawchem.rid if rawchem.rid else ""str$id"" ])    return re",open_redirect,34
"        return ""str$id"".join(            escape_path_argument(s) for s in (                sys.executable,                             scriptname)))",command_injection,9
"                    choices=(""str$id"", ""str$id"", ""str$id""),                    help=""str$id""                         ""str$id""                         ""str$id"")",command_injection,6
"    record_log_files_in_redis(        redis_address,        node_ip_address, [redis_stdout_file, redis_stderr_file],        password=password)",open_redirect,6
"        ssh_cmd = ""str$id"" % cmd",command_injection,5
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,8
"                            db.log_event_exception(                                ""str$id"")                            self.debugger.dut.serial.port+""str$id"" +",command_injection,4
"        ""str$id"": int(page),        ""str$id"": int(perpage),        ""str$id"": int(rating),        ""str$id"": search",sql_injection,8
"						or df.get(""str$id"") in (""str$id"", ""str$id"")",xss,5
"                indexlist = self.findinstructionindex(instructions,""str$id"")                    indexlist = self.findinstructionindex(instructions,""str$id"")",path_disclosure,6
"            result = self.etcd.get(os.path.join(self.namespace, key))        path = os.path.join(self.namespace, key)",path_disclosure,8
"        show_vlun_cmd = ""str$id""",command_injection,3
"        self.url = ""str$id"" % (self.base_url, task_id)",xsrf,6
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)",xsrf,11
class testservicedefinition(unittest.testcase):,xsrf,2
"            ""str$id"": get_token(my_ads_page.text, ""str$id"")            }        if (""str$id"" not in resp.text):            raise deleteadexception(resp.text)        allads = self.get_all_ads()        [self.delete_ad(i) for t, i in allads if t.strip() == title.strip()]        upload one or more photos to kijiji concurrently using pool",xsrf,34
"				cursor.execute(""str$id"" + alreadyrecomendedid + ""str$id"" + str(message.author.id) + ""str$id"")",command_injection,9
"         [jc.pathcontainspredicate(""str$id"", ""str$id"" % load_balancer_name),          jc.dict_subset(spec)]))",path_disclosure,5
"        return ""str$id""    def read_all(self) -> str:",open_redirect,6
"            tname = identifier(self._table).as_string(            cname = identifier(column_name).as_string(                ""str$id"", tname, type(tname), str(tname)                ""str$id"", (tname, cname)",sql_injection,13
"            ""str$id"": {""str$id"": num%id},            ""str$id"": {""str$id"": num%id, ""str$id"": num%id}}",sql_injection,8
"                update people set karma = {num%id} where name = ""str$id""                ""str$id""'.format(karma, name))                karma, name))",sql_injection,14
"            out, err = self._run_ssh(""str$id"" % fc_map_id)",command_injection,6
"    result = cur.execute(""str$id"")",sql_injection,3
"                        ""str$id"" %int(taskid)) \",command_injection,3
    finished = false    while not finished:        for actor in actors:            actor.join(),xsrf,11
"    if trigger.group(num%id):    else:    karmalist = bot.db.execute(""str$id"" + str(top_limit)).fetchall()",sql_injection,8
"        assert escape_literal(""str$id"") == r""str$id""",sql_injection,4
"        cstring = url(""str$id"", password=pwd, \                host=host, database=name, username=user)        self.engine = create_engine(cstring, echo=false)        self.inspector = reflection.inspector.from_engine(self.engine)        self.__reflect_db()        self.conn = self.engine.connect()        self.conn.close()",sql_injection,20
from django.test import transactiontestcase,xsrf,4
"def check_time_based_attack(url):    arr = [""str$id"", ""str$id""%20and%20sleep(num%id);%num%id--%num%id""str$id""%20and%20sleep(num%id);%num%id--%num%id""str$id""this web server is vulnerable for time based attack.""str$id""the response time after boolean attack sleep(num%id) is: ""str$id""\n""str$id""this web server is potentially vulnerable for error based attack. "" \check_boolean_based_attack(local)check_stack_query(local)check__error_based_attack(local)",sql_injection,33
from bot_code import common,xsrf,4
        if len(pids) < num%id:,remote_code_execution,4
"    query = ""str$id""+asset_id+""str$id""    cur.execute(query)",sql_injection,4
"    def executesql(self, sql, connection=none, commit=false):",sql_injection,5
"    os.system(""str$id""+encpass+""str$id""+username)",remote_code_execution,1
"        cliq_arg_strings = []            cliq_arg_strings.append(""str$id"" % (k, v))        cmd = verb + ""str$id"".join(cliq_arg_strings)        return self._run_ssh(cmd, check_exit_code)",command_injection,15
"    temporarily fix: only works for sids with a length of < num%id.    if ""str$id"" in sid or ""str$id"" in sid:        return false    if len(sid) >= num%id:        return false    return true",command_injection,30
"        response = self.client.get(""str$id"")",xsrf,3
"				query = ""str$id""""select scope, device, mountpoint, size, fstype, options, partid ",command_injection,10
"            query = ""str$id"".format(data)                cursor.execute(query)",sql_injection,4
"            field=models.foreignkey(related_name=""str$id"", to=""str$id""),            field=models.foreignkey(to=""str$id""),",sql_injection,3
"        query = ""str$id"".format(email = member)        self.cursor.execute(query)",sql_injection,6
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))",xsrf,3
"        cursor.execute(sql, none)",sql_injection,2
"    query = db.query(""str$id"" % page_name)",sql_injection,5
"            ssh_cmd = ""str$id"" % host",command_injection,5
"            ""str$id"".format(amount)    c.execute(query)    rows = c.fetchall()    response = ""str$id""  \",sql_injection,9
"        path = os.path.join(self.namespace, keyfilter)",path_disclosure,4
"      ""str$id"": coordinator.json,      ""str$id"": json.dumps(credentials.credentials.keys()),      ""str$id"": json.dumps(workflows),",xss,6
"                (""str$id"", models.foreignkey(to=""str$id"")),                (""str$id"", models.foreignkey(to=""str$id"")),",sql_injection,4
"        cursor.execute(""str$id""""str$id""%s:resignation""str$id""""str$id"" % (other_player_name,game))",sql_injection,3
"        check_output([""str$id"", ""str$id""])    results = check_output([""str$id"", ""str$id"", ""str$id""])    assert b""str$id"" in results.lower()",command_injection,11
"            url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url, content_type=""str$id"")        response = self.client.get(url)        response = self.client.get(url)",xsrf,13
"        out = self._cli_run(""str$id"", none)",command_injection,4
        response = self.client.get(url),xsrf,3
"    print(""str$id"", user.password_hash, password)",open_redirect,3
"    self.mock(bot_main, ""str$id"", lambda: self.server)",xsrf,4
"            print ""str$id""",sql_injection,2
"    sql = ""str$id"" \",sql_injection,4
"            f""str$id""""str$id""select t2.id as id_invoice , t2.transaction_date, sum(t3.price * t1.quantity) as montant from  invoice_products as t1 inner join invoices  as t2 on  t2.id = t1.invoice_id inner join  products  as t3 on  t3.id = t1.product_id  and t2.user_id= %s group by  t2.id, t2.transaction_date order by  t2.transaction_date desc""str$id""select i.transaction_date, ip.invoice_id, p.name, ip.quantity, p.price from invoice_products as ip, products as p, invoices as i where invoice_id = %s and ip.product_id = p.id and ip.invoice_id = i.id;""str$id""""str$id""            insert into {carts_table} (user_id, product_id, quantity)            values({userid}, {productid}, {cart[""str$id""]})            cursor.execute(sql_query)",sql_injection,81
"        resp = redirect(request.get.get(""str$id"", request.meta.get(""str$id"", ""str$id"")))",open_redirect,5
"        response = self.client.post(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,24
"    query = ""str$id""+asset_id+""str$id""    cur.execute(query)",sql_injection,4
        query = self.database.generate_update(self)            result = yield self.database.runquery(query)            yield self.database.runoperation(query),sql_injection,9
        linesplit = line.split(),sql_injection,3
"		start = random.randint(num%id, num%id)		end = randint.randint(num%id, num%id)",path_disclosure,8
  token_time = token_time or int(time.time()),xsrf,5
"		and c.email_id=""str$id""""str$id"""".format(email_id=sender))",sql_injection,2
"def createuser(login_session):    newuser = user(name=login_session[""str$id""], email=login_session[                   ""str$id""], picture=login_session[""str$id""])    session.add(newuser)    session.commit()    user = session.query(user).filter_by(email=login_session[""str$id""]).one()    return user.iddef getuserinfo(user_id):    user = session.query(user).filter_by(id=user_id).one()    return userdef getuserid(email):    try:        user = session.query(user).filter_by(email=email).one()        return user.id    except:        return none",open_redirect,31
"                    nglib.ngtree.add_child_ngtree(ngtree, rtree)",path_disclosure,2
"        result = self.common._cli_run(""str$id"" % hostname, none)",command_injection,6
"  def execute_and_fetch(sql, as_row=false):      cursor = dbmanager.execute(sql, cursor=true)",sql_injection,7
"            print ""str$id"" + datestamp + ""str$id""",path_disclosure,6
"            destination = ""str$id"" % (path, directory)            destination = ""str$id"" % (path, filename)",path_disclosure,12
"        sql = ""str$id"".format(scene)        res = self.db.exec(sql)",sql_injection,6
"    c.execute(""str$id""""str$id""""str$id""%(row[num%id].split(""str$id"")[-num%id], row[num%id], row[num%id].split(""str$id"")[-num%id], row[num%id]))",sql_injection,4
from django.http import httpresponse,open_redirect,4
            return all(len(h.args) == args_no or h.varargs for h in handlers),path_disclosure,10
"    old_reply = remoteirc.reply            remoteirc.reply = types.methodtype(_remote_reply, remoteirc)            remoteirc.reply = old_reply",remote_code_execution,10
"	def uploadfile(self,suffix,mime,payload) :			filename = os.path.basename(fd.name)",remote_code_execution,6
"        command = ""str$id"".format(credentials)            result = self._execute(command)",command_injection,6
        credentials : oauth2client credentials object    credentials = none,xsrf,8
"    version=""str$id"",",sql_injection,1
"        ""str$id""        cur.execute(query, (name))    except(psycopg2.databaseerror, e):",sql_injection,5
        response = self.client.get(url),xsrf,3
"        sqlstr = ""str$id""""str$id""""str$id"" %{""str$id"": input_phrase}        result = self.db.execute(sqlstr).fetchall()",sql_injection,8
"            http_x_deis_version=__version__.rsplit(""str$id"", num%id)[num%id]",xsrf,2
"    conn = db().execute((sql % data), false)",sql_injection,6
"		await client.change_presence(status=discord.status(""str$id""), game=discord.game(name=""str$id""))",command_injection,3
"                             vendors_code, date):",sql_injection,2
"            ssh_cmd = ""str$id"" % host",command_injection,5
"        return {            ""str$id"": files,            ""str$id"": submit.tmp_path,        }",path_disclosure,7
"        if request.args.get(""str$id"", none):            return redirect(request.args.get(""str$id""))",xsrf,5
"                selection = cursor.execute(""str$id""""str$id""""str$id"" + ""str$id""""str$id""\""str$id"")",sql_injection,5
"        copyflag = ""str$id"" if full_copy else ""str$id""        fc_map_cli_cmd = (""str$id""                          ""str$id"" %                          {""str$id"": source,                           ""str$id"": target,                           ""str$id"": copyflag})",command_injection,18
"        self.client.login(username=""str$id"", password=""str$id"")        response = self.client.post(url)        self.client.login(username=""str$id"", password=""str$id"")        response = self.client.post(url, json.dumps(body), content_type=""str$id"")",xsrf,12
"                 f""str$id"")            cursor = db.execute_query(query)",sql_injection,4
"        ""str$id"": user.user,",sql_injection,2
"        if ""str$id"" in line:            ip = line.split()[-num%id].split(""str$id"")[-num%id]            if ip not in ips:                ips[ip] = num%id                print(ip)                sys.stdout.flush()            else:                ips[ip] += num%id            if ip not in banned and ips[ip] >= config.count:                banned.add(ip)                cmd = ""str$id"" % ip                print(cmd, file=sys.stderr)                sys.stderr.flush()                os.system(cmd)",command_injection,40
"    def check_xsrf_cookie(self):        ""str$id""""str$id""""str$id""        if self.request.method.upper() == ""str$id"" and not self.request.body:            raise web.httperror(num%id, ""str$id"")",xsrf,13
"    inserted = (list_id, cook_id, food_name, price, loc, image)    sql = ""str$id"".format(listing_table_name, str(inserted).encode(""str$id"", ""str$id""))    cur.execute(sql)",sql_injection,14
"            org_type=org_type,",sql_injection,1
"    def test_login(self):        resp = self.client.get(url_for(""str$id"", remote_app=""str$id""))        self.assertequal(            resp.location,            ""str$id""            ""str$id"" % quote_plus(url_for(                ""str$id"", remote_app=""str$id"", _external=true            ))",xsrf,16
"    ""str$id"": [""str$id"", ""str$id"", ""str$id"", none]",remote_code_execution,5
"  allowed_paths = (      ""str$id"",      ""str$id"",      ""str$id"",  )  def _path_allowed(self, path):    for p in self.allowed_paths:      if path.startswith(p):        return true    return false",xsrf,20
"        sql = ""str$id"" + str(bracket) + ""str$id""        result = self.db.exec(sql)",sql_injection,10
"from .common import get_and_check_project, get_tile_json",path_disclosure,5
"                timestamp=""str$id"",                 status=""str$id"",                 etoday=""str$id"",                etotal=""str$id""            where serial=""str$id"";        ""str$id""' % (ts, status, etoday, etotal, inverter_serial)        self.c.execute(query)",sql_injection,14
"    ""str$id"": [""str$id"", ""str$id"", ""str$id"", none]",remote_code_execution,5
"                ""str$id"" + code + ""str$id"" + \    db_cursor.execute(sql_command)",sql_injection,8
"            return rc_user_error            return rc_runtime_error            return rc_user_error            return rc_user_error            print ""str$id""            print        return num%id",remote_code_execution,13
min_time_between_updates = timedelta(seconds=num%id),remote_code_execution,3
"    ""str$id"""" disconnect user from remote application.",xsrf,6
    this function excepts the path to exist.,path_disclosure,7
"        self.filter_string = ""str$id"".format(self.name, value)",sql_injection,4
"        cr.execute(""str$id""""str$id""""str$id"" %(""str$id"".join(map(lambda x: ""str$id"" + str(x) + ""str$id"", j_ids))))        journal_ids = map(lambda x1: x1[num%id], cr.fetchall())",sql_injection,15
        response = self.client.post(url),xsrf,3
from m5.objects.device import piodevice,command_injection,4
    with tmp_suggest (followed_id) as,sql_injection,4
"from tribler.core.simpledefs import (ntfy_torrents, ntfy_playlists, ntfy_comments,                                     ntfy_modifications, ntfy_moderations, ntfy_markings, ntfy_mypreferences,                                     ntfy_activities, ntfy_reachable, ntfy_channelcast, ntfy_votecast, ntfy_dispersy,                                     ntfy_trackerinfo, ntfy_update, ntfy_insert, ntfy_delete, ntfy_tunnel,                                     ntfy_startup_tick, ntfy_close_tick, ntfy_upgrader,                                     signal_allchannel_community, signal_search_community, signal_torrent,                                     signal_channel, signal_channel_community, signal_rss_feed,                                     ntfy_watch_folder_corrupt_torrent, ntfy_new_version, ntfy_tribler,                                     ntfy_upgrader_tick, ntfy_torrent, ntfy_channel, ntfy_market_on_ask,                                     ntfy_market_on_bid, ntfy_market_on_transaction_complete,                                     ntfy_market_on_ask_timeout, ntfy_market_on_bid_timeout,                                     ntfy_market_iom_input_required, ntfy_market_on_payment_received,                                     ntfy_market_on_payment_sent, signal_resource_check, ntfy_credit_mining,                                     state_shutdown)",sql_injection,46
from anaconda_go.lib.helpers import get_working_directory,path_disclosure,4
"                        expansion[i].append(iofile(e, rule=branch))",remote_code_execution,2
"  cursor.execute(""str$id"" % content)",sql_injection,3
"            c.execute(""str$id"" + document.id + ""str$id"" + document.__class__.__name__ + ""str$id"" + edge.__class__.__name__ + ""str$id"" + edge.edgeid + ""str$id"" +                ""str$id"" + startnode1id + ""str$id"" + startnode2id + ""str$id"" + edge.endnode + ""str$id"" + edge.propertyownerid + ""str$id"" + edge.propertyname + ""str$id"" + str(edge.propertyvalue) + ""str$id""                ""str$id"" + propertytypename + ""str$id"")",sql_injection,48
"            text_lines = extractor.text_lines_from_url(entry,                                                       user_agent=make_user_agent_string(""str$id""))",remote_code_execution,4
"            self.update_package(package_id, security_classification, data_driven_application, version, author_email, notes, update_frequency, resources)",open_redirect,8
"			if re.compile(""str$id"").match(field):			if re.compile(""str$id"").match(field):",sql_injection,4
"        document.getelementbyid(""str$id"").innerhtml+=""str$id""+data+""str$id"";",xss,1
"            http_x_deis_version=__version__.rsplit(""str$id"", num%id)[num%id]",xsrf,2
"		cursor.execute(""str$id"" + session[""str$id""] + ""str$id"");",sql_injection,5
"def listen_error_messages_raylet(worker, task_error_queue):",open_redirect,3
"    ""str$id"",",xsrf,1
        file_block_size = num%id * num%id # num%id kib / chunk        file_block = bytes(),sql_injection,13
        response = self.client.post(url),xsrf,3
"    if not db.check(message.author.id, ""str$id"", db.user_table):        db.update(""str$id"".format(db.user_table, message.author.id, message.author))            db.update(""str$id"".format(db.user_table, msg[num%id], msg[num%id]))",sql_injection,11
"                        print ""str$id"",key                        print xss_request.text",xss,4
"            for step in path:                if isinstance(step, node):                    traverse_node(step, tcs)                if isinstance(step, edge):                    if step.type.name == ""str$id"":                        update_testcase_precondition(step, pre_condition)                    traverse_edge(step, tcs)            data.append({                ""str$id"": pre_condition,                ""str$id"": tcs            })",path_disclosure,26
"    item_name = request.args.get(""str$id"")    sql = ""str$id""""str$id""""str$id"".format(item_name)    cursor = mysql.connection.cursor()    cursor.execute(sql)    data = cursor.fetchall()",sql_injection,13
"            position = position.objects.get(id=request.session[""str$id""])            request.user.positions.add(position)@login_required(login_url=""str$id"", redirect_field_name=none)def positions(request):        sort_by = request.session[""str$id""]        sort_by = ""str$id""        if request.post.get(""str$id""):            sort_by = ""str$id""        elif request.post.get(""str$id""):            sort_by = ""str$id""        elif request.post.get(""str$id""):            sort_by = ""str$id""        elif request.post.get(""str$id""):",open_redirect,29
"        cmd = ""str$id"" % volume_name        out = self._cli_run(cmd, none)",command_injection,9
    with worker.lock:        error_messages = global_state.error_messages(worker.task_driver_id)        for error_message in error_messages:            logger.error(error_message)        for msg in worker.error_message_pubsub_client.listen():,open_redirect,14
"escape_re = re.compile(r""str$id"")    elif escape_re.match(col):",sql_injection,5
"                                               ""str$id"": ""str$id"",",open_redirect,2
"        if ""str$id"" in line:            ip = line.split()[-num%id].split(""str$id"")[-num%id]            if ip not in ips:                ips[ip] = num%id                print(ip)                sys.stdout.flush()            else:                ips[ip] += num%id            if ip not in banned and ips[ip] >= config.count:                banned.add(ip)                cmd = ""str$id"" % ip                print(cmd, file=sys.stderr)                sys.stderr.flush()                os.system(cmd)",command_injection,40
"                       ""str$id"" % player[num%id])                       ""str$id"" % player[num%id])",sql_injection,6
"        ophandlers.handledupop(op,                               self.symbols,                               self.stack,                               self.symid)",path_disclosure,4
"    def find_view(self, obj, unresolved_path):        sub_view_factory = queryadapter(obj, ihttprestsubviewfactory)        if sub_view_factory:            view = sub_view_factory.resolve(unresolved_path)        else:            view = queryadapter(obj, ihttprestview)        if not view:        return view",path_disclosure,23
"            ""str$id"": {""str$id"": ""str$id""},      (        ""str$id"",        {""str$id"": {}, ""str$id"": {""str$id"": ""str$id""}},        {""str$id"": ""str$id""},      ),",xsrf,13
"    def get_attachment(self, ident, encoding, filename=none, content_type=none):        deferred_result, req = self.get(""str$id"" % ident, params, as_json=false)",xsrf,14
"                            logging.info(""str$id"", str(answers), inserted)                    logging.info(""str$id"", sender)",sql_injection,5
import subprocess,sql_injection,2
"    runs a command in shell and provides stdout, stderr and stdin streams.    this function creates a context manager that sets up the process, returns    to caller, closes streams and waits for process to exit on leaving.    the process is opened in ``universal_newlines`` mode.    :param command: the command to run on shell.    :param kwargs:  additional keyword arguments to pass to ``subprocess.popen``                    that is used to spawn the process (except ``shell``,                    ``stdout``, ``stderr``, ``stdin`` and                    shell=true,",command_injection,74
"                update_stmt = (                    ""str$id""                    + ""str$id""                    + new_user_name                    + ""str$id""                    + ""str$id""                )                cursor.execute(update_stmt, (uid,))",sql_injection,15
"        query = ""str$id""+symbol+""str$id""+asset_id+""str$id""+price+""str$id""+data[""str$id""]+""str$id""+str(mcap)+""str$id""+type_+""str$id""+str(current_supply)+""str$id""+str(holders)+""str$id""+str(precision)+""str$id""        print query        cur.execute(query)",sql_injection,6
"            cls.recursiveupdate(cls.effectiveconfig, c)        try:            cls.recursiveupdate(cls.cmdlineconfig, yaml.load(general))        except:            pass",command_injection,7
"    conn = db().execute(sql, false)",sql_injection,4
"        ssh_cmd = ""str$id"" % pool",command_injection,5
"        self.asserttrue(            self.client.login(username=""str$id"", password=""str$id""))",xsrf,3
"        cmd = ""str$id"" % src_name            cmd += ""str$id"" % snap_cpg            cmd += ""str$id""            cmd += cpg + ""str$id""        cmd += dest_name        self._cli_run(cmd, none)",command_injection,23
"    cur.execute(""str$id""{}\""str$id""{}\""str$id"".format(user, password))",sql_injection,2
"                insert_querry = ""str$id""""                                insert into extraschool_presta_stat                                    (date, activity_id, place_id, level, rancge, nbr_child, child_id)                                                                        select prestation_date, %s, placeid, level, %s, count(*), child_id                                    from                                     (select prestation_date, activityid, placeid, prestation_time, es, level, child_id                                        from                                        (select activityid, placeid, childid as child_id, prestation_date, prestation_time, es, l.leveltype as level                                        from extraschool_prestationtimes p                                        left join extraschool_activityoccurrence o on o.id = p.activity_occurrence_id                                         left join extraschool_child c on c.id = p.childid                                        left join extraschool_level l on l.id = c.levelid                                        where o.activityid = %s and                                                                                              p.prestation_time <= %s and                                              p.prestation_time =                                            (                                              select max(pp.prestation_time)                                              from extraschool_prestationtimes pp                                              left join extraschool_activityoccurrence oo                                                 on oo.id = pp.activity_occurrence_id                                              where oo.activityid = %s and                                                pp.prestation_date = p.prestation_date and                                                pp.prestation_time <= %s and                                                p.childid = pp.childid                                                    )                                        ) zz                                        where (zz.prestation_time >= %s and zz.prestation_time <= %s) or                                            (zz.prestation_time <= %s and es = ""str$id"")                                    ) qq                                    group by activityid, placeid, prestation_date, level, child_id",sql_injection,139
"    url_helper.urllib2.urlopen(mox.strcontains(url),",xsrf,1
"            print ""str$id""",sql_injection,2
"                       plasma_store_socket_name=none,                       redis_password=none):",open_redirect,2
"        self.assertisnone(self.client.logout())        self.assertequal(response.status_code, num%id)",xsrf,3
"from models import base_model, task, user",sql_injection,6
"        sql = ""str$id"" % coin        self.cursor.execute(sql)",sql_injection,6
"                            self._run_ssh(""str$id"" % map_id)                            self._run_ssh(""str$id"" % map_id)                        self._run_ssh(""str$id"" % map_id)                        self._run_ssh(""str$id"" % map_id)                        self._run_ssh(""str$id"" % map_id)",command_injection,15
"        try:            file_handle = open(file_path, ""str$id"")        except exception:            invoke_404()            return        file_data = file_handle.read()        file_handle.close()",sql_injection,13
"from validator import validate, vuser, vrequired, vmeetup, veditmeetup, vfloat, valueorblank, validip, vmenu, vcreatemeetup",xsrf,13
"        print (""str$id"", error)",sql_injection,3
"                s = ""str$id""            else:                s = ""str$id""            s += ""str$id"".format(obj.id)            return s                ""str$id"" if getattr(n[""str$id""], ""str$id"", ""str$id"") == ""str$id"" else ""str$id"",",path_disclosure,21
"        print (""str$id"".format(path))    def update_info(self, src_drive, path, update_owner=false):        src_item = src_drive.get_file_via_path(path)        dest_item = self.get_file_via_path(path)",path_disclosure,13
"        out = ""str$id""        try:            out += self.debugger.dut.serial.port+""str$id""        except attributeerror:            pass        out += (str(self.result_data[""str$id""])+""str$id"" +                self.result_data[""str$id""]+""str$id"" +                self.result_data[""str$id""])",command_injection,17
"        self.do_step(loginrequest(self.browser,                                  self.username,                                  self.password,                                  base_url=self.base_url))",xsrf,4
"    @throttle(min_time_between_updates)        ""str$id""""str$id""""str$id""        import pyatmo        self.station_data = pyatmo.weatherstationdata(self.auth)        if self.station is not none:            self.data = self.station_data.lastdata(                station=self.station, exclude=num%id)        else:            self.data = self.station_data.lastdata(exclude=num%id)",remote_code_execution,21
"      self.assertequal(botobj.remote, self.server)      self.assertequal(self.server, botobj._remote)    self.mock(bot_main, ""str$id"", lambda: self.server)",xsrf,8
"  usercheckquery = ""str$id"".format(username)",sql_injection,3
        parsed = vars(self.parse_known_args(nohelp=true)[num%id]),command_injection,3
"    c.execute(""str$id""""str$id""table""str$id""wallpapers""str$id""""str$id"")",sql_injection,1
"				windows = windows+{og_windows} , linux = linux+{og_linux}  , mac =mac+ {og_mac} , other_platform =other_platform+ {og_plat_other} where s_url = ""str$id"";"".\				og_windows = platform_dict[""str$id""] , og_linux = platform_dict[""str$id""] , og_mac = platform_dict[""str$id""] , og_plat_other = platform_dict[""str$id""] ,\				surl = short_url)		res_update = cursor.execute(counter_sql)",sql_injection,41
            object.count += num%id,open_redirect,3
"    user_engine.execute(        ""str$id"".        format(endpoint_url))",sql_injection,3
"    c.execute(""str$id"", (name,))",sql_injection,2
"    voters = db.execute(""str$id"".format(chan,action,target)).fetchone()",sql_injection,3
"def test_election_is_open(client,create_user, create_election_with_positions):    election = election.objects.create()    assert reverse(""str$id"") == request.url",open_redirect,10
"        query = ""str$id"".format(rno = rno)        self.cursor.execute(query)",sql_injection,6
"    too_long = len(ans) > max_ans_len    logging.info(""str$id"", str(ans), not too_long)    return not too_long",sql_injection,12
"        response = self.client.post(url, json.dumps(body), content_type=""str$id"")        response = self.client.get(url)",xsrf,8
"    db().execute(sql, true)",sql_injection,2
"        tk.enqueue_job(_send_mail, [users, ""str$id"", datarequest_dict], title=u""str$id"")        tk.enqueue_job(_send_mail, [users, ""str$id"", datarequest_dict], title=u""str$id"")",open_redirect,10
"    def gen_sql_insert(self, listing, cat_id):",sql_injection,4
"        return config.edituserconfig(arg[""str$id""])",command_injection,2
"        sql = ""str$id""""str$id""""str$id"".format(server_id)        self.cur.execute(sql)        sql = []        sql.append(""str$id""""str$id""""str$id"".format(username))        sql.append(""str$id""""str$id""""str$id"".format(username, server_id, role))        for query in sql:            self.cur.execute(query)        sql = ""str$id""""str$id""""str$id"".format(title, start_time, time_zone, server_id, description)        self.cur.execute(sql)        sql = ""str$id""""str$id""""str$id"".format(server_id)        self.cur.execute(sql)        sql = []        sql.append(""str$id""""str$id""""str$id"".format(username))        sql.append(""str$id""""str$id""""str$id"".format(username, event_id, attending))        for query in sql:            self.cur.execute(query)        sql = ""str$id""""str$id""""str$id"".format(event_id)        self.cur.execute(sql)        sql = ""str$id""""str$id""""str$id"".format(event_id)        affected_count = self.cur.execute(sql)",sql_injection,50
        response = redirect(destination),open_redirect,3
	category = frappe.local.form_dict.blog_category or frappe.local.form_dict.category,xss,5
"        order(str): the order to view the rows in.            where log.path like ""str$id""||articles.slug and            order by views {}            limit {}""str$id""'.format(order, limit)    rows = get_data(cur, query)",sql_injection,24
"        ""str$id"".format(name=name))",sql_injection,1
"base_url = ""str$id""forum = blueprint(""str$id"", __name__)@forum.route(base_url + ""str$id"", methods=[""str$id""])",sql_injection,9
"            ""str$id"" % (attachment_type, attachment_id))",xsrf,4
"    input_directory = ""str$id""    download_directory = input_directory + ""str$id""    temp_directory = ""str$id""    vcf_directory = ""str$id""    zarr_directory_setup = ""str$id""    zarr_directory_benchmark = ""str$id""",remote_code_execution,20
"    out = run_shell_command(""str$id"")[num%id]    out = run_shell_command(""str$id"")[num%id]",command_injection,6
"                insert into people(name,karma,shame) values(""str$id"",-num%id,num%id)                ""str$id""'.format(name))",sql_injection,5
    created_at = fields.datetime(required=true)    auth_token =fields.string()    role = fields.integer()    first_name = fields.string()    last_name = fields.string()    checked_in = fields.boolean(required=true),sql_injection,17
